ADDRESS,TYPE,SELLERG,REGIONNAME,AREANUM,DISTANCE_INTERVAL,ROOMS,BATHROOM,CAR,LANDSIZE,BUILDINGAR,PRICE_INTERVAL
Lyons St,u,Greg,Western Metropolitan,8.0,5-10 km,2,1.0,1.0,0.0,60.0,500k-1M
Melbourne Rd,h,Williams,Western Metropolitan,8.0,5-10 km,3,1.0,0.0,249.0,85.0,1M-1.5M
Melbourne Rd,u,Williams,Western Metropolitan,8.0,5-10 km,2,1.0,1.0,0.0,65.0,300k-500k
Thompson St,h,Greg,Western Metropolitan,8.0,5-10 km,4,2.0,2.0,265.0,197.0,1.5M-2M
Hannan St,h,Sweeney,Western Metropolitan,8.0,5-10 km,3,2.0,1.0,506.0,139.0,1M-1.5M
MacLean St,h,Sweeney,Western Metropolitan,8.0,5-10 km,4,2.0,2.0,369.0,250.0,1M-1.5M
Cecil St,h,Raine,Western Metropolitan,8.0,5-10 km,4,1.0,3.0,765.0,257.0,2M-2.5M
Osborne St,h,RT,Western Metropolitan,8.0,5-10 km,3,2.0,1.0,260.0,170.0,1.5M-2M
Sandpiper Pl,h,Sweeney,Western Metropolitan,8.0,5-10 km,4,3.0,3.0,500.0,278.0,2M-2.5M
Champion Rd,u,Greg,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,64.0,300k-500k
Creek Rd,u,Sweeney,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,61.0,300k-500k
Inglis St,h,Raine,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,311.0,126.0,1M-1.5M
Peel St,u,Jellis,Southern Metropolitan,6.0,5-10 km,2,2.0,1.0,0.0,78.0,500k-1M
High St,h,Marshall,Southern Metropolitan,6.0,5-10 km,3,1.0,4.0,440.0,144.0,2M-2.5M
McIlwrick St,u,Hodges,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,598.0,75.0,500k-1M
Ellesmere Rd,u,Fletchers,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,92.0,500k-1M
Williams Rd,u,Gary,Southern Metropolitan,6.0,5-10 km,1,1.0,1.0,0.0,44.0,0-300k
Nathan Pl,h,Biggin,Southern Metropolitan,6.0,5-10 km,3,2.0,1.0,138.0,147.0,1.5M-2M
Albert St,h,Paul,Southern Metropolitan,6.0,5-10 km,3,1.0,2.0,317.0,112.0,1M-1.5M
Wrexham Rd,u,Marshall,Southern Metropolitan,6.0,5-10 km,1,1.0,1.0,0.0,46.0,300k-500k
The Avenue,u,Noel,Southern Metropolitan,6.0,5-10 km,1,1.0,1.0,0.0,51.0,500k-1M
Williams Rd,u,hockingstuart,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,71.0,300k-500k
Lincoln Pl,h,Marshall,Southern Metropolitan,6.0,5-10 km,2,2.0,2.0,521.0,122.0,1M-1.5M
Lewisham Rd,u,Biggin,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,83.0,500k-1M
Andrew St,h,Jellis,Southern Metropolitan,6.0,5-10 km,2,1.0,2.0,0.0,96.0,1.5M-2M
High St,u,hockingstuart,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,0.0,112.0,500k-1M
Peel St,u,Jellis,Southern Metropolitan,6.0,5-10 km,2,2.0,1.0,0.0,111.0,1M-1.5M
Williams Rd,u,hockingstuart,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,1452.0,96.0,500k-1M
Newry St,u,Beller,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,66.0,300k-500k
Raleigh St,h,Jellis,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,157.0,101.0,1M-1.5M
Raleigh St,h,Marshall,Southern Metropolitan,6.0,5-10 km,3,3.0,1.0,143.0,89.0,1.5M-2M
Ovata Cl,h,Barry,Northern Metropolitan,5.0,15-20 km,4,3.0,1.0,531.0,237.0,500k-1M
Tarcoola Dr,h,Buckingham,Northern Metropolitan,5.0,15-20 km,3,2.0,2.0,568.0,173.0,500k-1M
Yallambie Rd,h,Barry,Northern Metropolitan,5.0,15-20 km,3,2.0,1.0,536.0,154.0,500k-1M
Yallambie Rd,h,Ray,Northern Metropolitan,5.0,15-20 km,3,2.0,2.0,586.0,140.0,500k-1M
Coleen St,h,Barry,Northern Metropolitan,5.0,15-20 km,3,1.0,1.0,614.0,117.0,500k-1M
Longacres Rd,h,Fletchers,Northern Metropolitan,5.0,15-20 km,4,2.0,2.0,551.0,150.0,500k-1M
Debra Ct,h,hockingstuart,Northern Metropolitan,5.0,15-20 km,3,1.0,1.0,706.0,129.0,500k-1M
Melliodora Pl,h,hockingstuart,Northern Metropolitan,5.0,15-20 km,3,2.0,2.0,566.0,156.0,500k-1M
Crew St,h,Miles,Northern Metropolitan,5.0,15-20 km,3,1.0,1.0,616.0,115.0,500k-1M
Ovata Cl,h,Buckingham,Northern Metropolitan,5.0,15-20 km,3,2.0,2.0,587.0,232.0,500k-1M
Amanda Ct,h,Barry,Northern Metropolitan,5.0,15-20 km,3,1.0,1.0,687.0,122.0,500k-1M
Benbow St,h,Jas,Western Metropolitan,2.0,5-10 km,3,2.0,1.0,448.0,147.0,1M-1.5M
Sanderson St,h,Village,Western Metropolitan,2.0,5-10 km,2,1.0,2.0,471.0,103.0,500k-1M
Tarrengower St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,0.0,191.0,105.0,1M-1.5M
Finlay St,h,Village,Western Metropolitan,2.0,5-10 km,4,2.0,2.0,427.0,233.0,1.5M-2M
Gamon St,h,Jas,Western Metropolitan,2.0,5-10 km,3,1.0,2.0,323.0,139.0,500k-1M
Hyde St,h,Jas,Western Metropolitan,2.0,5-10 km,3,2.0,2.0,428.0,100.0,500k-1M
Hyde St,h,Village,Western Metropolitan,2.0,5-10 km,3,2.0,2.0,213.0,120.0,500k-1M
Stephen St,t,Jas,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,2.0,500k-1M
Sussex St,h,Jas,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,138.0,82.0,500k-1M
Bishop St,h,Jas,Western Metropolitan,2.0,5-10 km,4,2.0,2.0,244.0,206.0,1M-1.5M
Hood St,h,Village,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,220.0,105.0,1M-1.5M
Powell St,h,Jas,Western Metropolitan,2.0,5-10 km,3,2.0,2.0,473.0,171.0,1M-1.5M
Simpson St,h,Village,Western Metropolitan,2.0,5-10 km,3,2.0,0.0,214.0,129.0,1M-1.5M
Stephen St,u,hockingstuart,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,1555.0,92.0,500k-1M
Clarendon St,h,Village,Western Metropolitan,2.0,5-10 km,3,3.0,2.0,197.0,109.0,500k-1M
Cuming St,h,Greg,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,261.0,100.0,500k-1M
Freeman St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,477.0,120.0,500k-1M
Gray St,h,Jas,Western Metropolitan,2.0,5-10 km,4,1.0,0.0,165.0,93.0,500k-1M
Roberts St,h,hockingstuart,Western Metropolitan,2.0,5-10 km,3,2.0,1.0,462.0,132.0,1M-1.5M
Frederick St,h,Village,Western Metropolitan,2.0,5-10 km,4,2.0,1.0,319.0,171.0,1M-1.5M
Bayview Rd,h,Village,Western Metropolitan,2.0,5-10 km,5,2.0,2.0,644.0,172.0,1.5M-2M
Hughes St,h,Jas,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,148.0,79.0,500k-1M
Tongue St,h,Sweeney,Western Metropolitan,2.0,5-10 km,4,1.0,3.0,766.0,167.0,1.5M-2M
Severn St,h,Jas,Western Metropolitan,2.0,5-10 km,3,1.0,4.0,902.0,129.0,1.5M-2M
Stephen St,u,hockingstuart,Western Metropolitan,2.0,5-10 km,1,1.0,2.0,0.0,83.0,500k-1M
Stephen St,u,Jas,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,65.0,300k-500k
Anderson St,t,Sweeney,Western Metropolitan,2.0,5-10 km,3,2.0,0.0,352.0,152.0,1M-1.5M
Stephen St,h,Jas,Western Metropolitan,2.0,5-10 km,1,1.0,2.0,0.0,83.0,300k-500k
Stephen St,u,Sweeney,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,72.0,500k-1M
Stanger St,h,Greg,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,464.0,120.0,500k-1M
Bishop St,h,hockingstuart,Western Metropolitan,2.0,5-10 km,3,1.0,3.0,670.0,116.0,1M-1.5M
Dean St,t,iOne,Western Metropolitan,2.0,5-10 km,3,3.0,1.0,0.0,141.0,500k-1M
Hamilton St,u,hockingstuart/Village,Western Metropolitan,2.0,5-10 km,1,1.0,1.0,0.0,47.0,300k-500k
Norfolk St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,2.0,240.0,84.0,500k-1M
Frederick St,h,Village,Western Metropolitan,2.0,5-10 km,4,2.0,2.0,417.0,157.0,1M-1.5M
Gent St,h,Sweeney,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,438.0,115.0,1M-1.5M
Stewart St,h,Village,Western Metropolitan,2.0,5-10 km,4,2.0,0.0,297.0,175.0,1M-1.5M
Severn St,h,Jas,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,189.0,87.0,500k-1M
Williamstown Rd,h,Jas,Western Metropolitan,2.0,5-10 km,3,1.0,2.0,341.0,132.0,500k-1M
Ofarrell St,h,Village,Western Metropolitan,2.0,5-10 km,4,1.0,1.0,306.0,133.0,1M-1.5M
Williamstown Rd,h,Jas,Western Metropolitan,2.0,5-10 km,2,2.0,2.0,168.0,121.0,500k-1M
Roberts St,h,hockingstuart,Western Metropolitan,2.0,5-10 km,5,3.0,4.0,446.0,244.0,1M-1.5M
Hood St,h,Jas,Western Metropolitan,2.0,5-10 km,4,1.0,3.0,411.0,96.0,1M-1.5M
Berry St,h,Village,Western Metropolitan,2.0,5-10 km,3,2.0,2.0,206.0,173.0,500k-1M
Freame St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,448.0,104.0,1M-1.5M
Geelong Rd,h,Sweeney,Western Metropolitan,2.0,5-10 km,3,1.0,5.0,558.0,128.0,500k-1M
Ballarat St,h,Jas,Western Metropolitan,2.0,5-10 km,2,1.0,0.0,128.0,80.0,500k-1M
Grace St,h,Village,Western Metropolitan,2.0,5-10 km,3,2.0,2.0,542.0,211.0,1M-1.5M
Lennox St,h,Village,Western Metropolitan,2.0,5-10 km,3,3.0,2.0,386.0,172.0,1M-1.5M
Simpson St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,2.0,229.0,128.0,1M-1.5M
Blackwood St,h,Jas,Western Metropolitan,2.0,5-10 km,4,2.0,3.0,455.0,178.0,1.5M-2M
Benbow St,h,Hunter,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,435.0,114.0,500k-1M
Kidman St,h,Biggin,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,463.0,119.0,500k-1M
Castlemaine St,h,Village,Western Metropolitan,2.0,5-10 km,3,2.0,2.0,235.0,144.0,1M-1.5M
Powell St,u,Jas,Western Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,65.0,300k-500k
Regent St,h,Jas,Western Metropolitan,2.0,5-10 km,4,2.0,0.0,261.0,160.0,1.5M-2M
Tuppen St,h,hockingstuart,Western Metropolitan,2.0,5-10 km,5,2.0,2.0,488.0,213.0,1M-1.5M
Berry St,t,Jas,Western Metropolitan,2.0,5-10 km,3,2.0,1.0,169.0,150.0,500k-1M
Simpson St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,2.0,463.0,119.0,1M-1.5M
Hughes St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,470.0,127.0,500k-1M
Kingston St,h,Village,Western Metropolitan,2.0,5-10 km,3,1.0,1.0,208.0,100.0,500k-1M
Stephen St,h,Village,Western Metropolitan,2.0,5-10 km,3,2.0,2.0,171.0,146.0,500k-1M
Kinnord St,u,Nelson,Western Metropolitan,7.0,5-10 km,1,1.0,1.0,0.0,39.0,300k-500k
Clifton St,h,Rendina,Western Metropolitan,7.0,5-10 km,4,3.0,2.0,757.0,157.0,1.5M-2M
Buckley St,u,Brad,Western Metropolitan,7.0,5-10 km,2,1.0,1.0,976.0,71.0,300k-500k
May St,h,Nelson,Western Metropolitan,7.0,5-10 km,4,2.0,2.0,559.0,204.0,1M-1.5M
Caroline St,t,Nelson,Western Metropolitan,7.0,5-10 km,3,2.0,2.0,217.0,149.0,500k-1M
The Boulevard,h,Nelson,Western Metropolitan,7.0,5-10 km,4,4.0,4.0,670.0,375.0,3M+
May St,h,Nelson,Western Metropolitan,7.0,5-10 km,4,2.0,2.0,578.0,35.0,1M-1.5M
Aroona Ct,h,Nelson,Western Metropolitan,7.0,5-10 km,1,2.0,1.0,676.0,136.0,1.5M-2M
Beaver St,h,Nelson,Western Metropolitan,7.0,5-10 km,2,1.0,2.0,809.0,131.0,1.5M-2M
Brunel Ct,h,Barry,Western Metropolitan,7.0,5-10 km,3,1.0,1.0,465.0,115.0,1M-1.5M
Beaver St,h,Nelson,Western Metropolitan,7.0,5-10 km,5,3.0,2.0,839.0,247.0,1.5M-2M
May St,h,Nelson,Western Metropolitan,7.0,5-10 km,4,2.0,2.0,578.0,35.0,1M-1.5M
Chisholm St,u,Barry,Western Metropolitan,7.0,5-10 km,3,1.0,1.0,229.0,111.0,500k-1M
Muldowney St,t,Barry,Western Metropolitan,7.0,5-10 km,3,3.0,1.0,593.0,205.0,1M-1.5M
Derry St,h,Frank,Western Metropolitan,7.0,5-10 km,2,1.0,2.0,0.0,103.0,500k-1M
Clifton St,h,Nelson,Western Metropolitan,7.0,5-10 km,4,2.0,2.0,1076.0,180.0,1M-1.5M
Davidson St,h,Nelson,Eastern Metropolitan,5.0,5-10 km,3,1.0,2.0,626.0,93.0,500k-1M
Bell St,h,Nelson,Eastern Metropolitan,5.0,5-10 km,3,1.0,2.0,631.0,109.0,500k-1M
Harrison St,h,McGrath,Eastern Metropolitan,5.0,5-10 km,3,2.0,1.0,231.0,145.0,500k-1M
Liberty Pde,h,Nelson,Eastern Metropolitan,5.0,5-10 km,3,1.0,2.0,609.0,93.0,500k-1M
Harrison St,h,Nelson,Northern Metropolitan,1.0,< 5 km,3,1.0,2.0,456.0,144.0,1M-1.5M
Nunan St,h,Harrington,Northern Metropolitan,1.0,< 5 km,4,2.0,2.0,136.0,151.0,500k-1M
Blyth St,h,Nelson,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,0.0,65.0,500k-1M
Kingfisher Gdns,t,Nelson,Northern Metropolitan,1.0,< 5 km,3,1.0,2.0,213.0,116.0,500k-1M
Weston St,h,Nelson,Northern Metropolitan,1.0,< 5 km,3,1.0,1.0,259.0,130.0,1M-1.5M
King St,h,Woodards,Northern Metropolitan,1.0,< 5 km,4,2.0,2.0,470.0,191.0,1.5M-2M
Barkly St,h,Nelson,Northern Metropolitan,1.0,< 5 km,4,1.0,1.0,233.0,204.0,1.5M-2M
John St,h,Nelson,Northern Metropolitan,1.0,< 5 km,4,2.0,2.0,822.0,145.0,1.5M-2M
Roberts St,t,Jellis,Northern Metropolitan,1.0,< 5 km,3,2.0,1.0,116.0,124.0,500k-1M
Lygon St,u,Jellis,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,197.0,55.0,300k-500k
Weston St,h,Greg,Northern Metropolitan,1.0,< 5 km,2,1.0,0.0,193.0,101.0,1M-1.5M
Brunswick Rd,u,Collins,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,0.0,79.0,500k-1M
Hickford St,h,Woodards,Northern Metropolitan,1.0,< 5 km,3,3.0,2.0,336.0,207.0,1.5M-2M
Brunswick Rd,u,Collins,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,0.0,96.0,500k-1M
Edward St,u,LITTLE,Northern Metropolitan,1.0,< 5 km,2,2.0,1.0,0.0,71.0,500k-1M
Barkly St,h,Nelson,Northern Metropolitan,1.0,< 5 km,3,2.0,0.0,326.0,118.0,1.5M-2M
Linden St,t,Jellis,Northern Metropolitan,1.0,< 5 km,3,3.0,2.0,87.0,151.0,1M-1.5M
Glenlyon Rd,h,Nelson,Northern Metropolitan,1.0,< 5 km,3,1.0,1.0,213.0,116.0,500k-1M
Hutchinson St,h,Nelson,Northern Metropolitan,1.0,< 5 km,3,1.0,2.0,104.0,118.0,500k-1M
Linden St,t,Nelson,Northern Metropolitan,1.0,< 5 km,3,2.0,1.0,0.0,133.0,1M-1.5M
Glenlyon Rd,h,Nelson,Northern Metropolitan,1.0,< 5 km,3,1.0,1.0,279.0,122.0,1M-1.5M
Blyth St,h,Jellis,Northern Metropolitan,1.0,< 5 km,3,1.0,2.0,812.0,113.0,1.5M-2M
Victoria St,h,Jellis,Northern Metropolitan,1.0,< 5 km,3,2.0,2.0,190.0,135.0,1M-1.5M
Lord St,h,Jellis,Northern Metropolitan,1.0,< 5 km,3,1.0,2.0,308.0,113.0,1M-1.5M
Rathdowne St,t,Woodards,Northern Metropolitan,1.0,< 5 km,3,1.0,1.0,0.0,114.0,500k-1M
Loyola Gr,h,Jellis,Northern Metropolitan,6.0,< 5 km,2,1.0,2.0,225.0,119.0,1M-1.5M
Madden Gr,h,Jellis,Northern Metropolitan,6.0,< 5 km,2,1.0,1.0,172.0,94.0,500k-1M
Stawell St,h,Jellis,Northern Metropolitan,6.0,< 5 km,2,1.0,1.0,149.0,77.0,1M-1.5M
Stawell St,h,Jellis,Northern Metropolitan,6.0,< 5 km,3,1.0,0.0,182.0,102.0,1M-1.5M
Bouverie St,u,Woodards,Northern Metropolitan,1.0,< 5 km,3,2.0,1.0,0.0,109.0,500k-1M
Faraday St,h,Woodards,Northern Metropolitan,1.0,< 5 km,3,2.0,2.0,100.0,106.0,1.5M-2M
Grattan St,u,Nelson,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,0.0,72.0,500k-1M
Princes St,h,hockingstuart,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,117.0,71.0,500k-1M
Cardigan St,h,Jellis,Northern Metropolitan,1.0,< 5 km,2,1.0,0.0,66.0,81.0,500k-1M
Elgin St,u,Harrington,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,0.0,70.0,500k-1M
Cardigan St,h,Ascend,Northern Metropolitan,1.0,< 5 km,4,2.0,0.0,132.0,195.0,1.5M-2M
Reeves St,u,Harrington,Northern Metropolitan,1.0,< 5 km,2,2.0,1.0,0.0,65.0,500k-1M
Faraday St,h,Jellis,Northern Metropolitan,1.0,< 5 km,2,1.0,0.0,101.0,60.0,1M-1.5M
Barkly St,h,Nelson,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,144.0,81.0,1M-1.5M
Palmerston St,u,Woodards,Northern Metropolitan,1.0,< 5 km,2,2.0,1.0,0.0,67.0,500k-1M
Rathdowne St,h,Woodards,Northern Metropolitan,1.0,< 5 km,4,1.0,0.0,152.0,139.0,1.5M-2M
Faraday St,u,Nelson,Northern Metropolitan,1.0,< 5 km,2,1.0,1.0,0.0,63.0,500k-1M
Faraday St,h,Woodards,Northern Metropolitan,1.0,< 5 km,2,1.0,0.0,128.0,92.0,1M-1.5M
Gipps St,u,Nelson,Northern Metropolitan,2.0,< 5 km,2,2.0,2.0,0.0,150.0,1.5M-2M
George St,u,Harcourts,Northern Metropolitan,2.0,< 5 km,2,2.0,1.0,0.0,65.0,500k-1M
Gipps St,u,Caine,Northern Metropolitan,2.0,< 5 km,1,1.0,0.0,0.0,46.0,500k-1M
Hoffmans Rd,h,Nelson,Western Metropolitan,7.0,5-10 km,4,2.0,2.0,505.0,335.0,1M-1.5M
Emerald St,h,Nelson,Western Metropolitan,7.0,5-10 km,4,2.0,2.0,740.0,201.0,1M-1.5M
Buckley St,h,Nelson,Western Metropolitan,7.0,5-10 km,3,1.0,1.0,556.0,105.0,500k-1M
Hampton Rd,t,Harcourts,Western Metropolitan,7.0,5-10 km,4,2.0,1.0,179.0,160.0,500k-1M
Garnet St,h,Nelson,Western Metropolitan,7.0,5-10 km,5,2.0,2.0,616.0,184.0,1M-1.5M
Buckley St,t,Nelson,Western Metropolitan,7.0,5-10 km,3,2.0,2.0,0.0,118.0,500k-1M
Sapphire St,h,Nelson,Western Metropolitan,7.0,5-10 km,7,2.0,2.0,614.0,316.0,1M-1.5M
Hoffmans Rd,t,Barry,Western Metropolitan,7.0,5-10 km,3,2.0,2.0,356.0,223.0,500k-1M
Clydebank Rd,h,Barry,Western Metropolitan,7.0,5-10 km,3,1.0,1.0,688.0,192.0,1M-1.5M
Lynch Rd,u,hockingstuart,Northern Metropolitan,4.0,10-15 km,2,1.0,1.0,97.0,79.0,300k-500k
Piper St,t,Brad,Northern Metropolitan,4.0,10-15 km,3,2.0,1.0,738.0,138.0,300k-500k
McDougall St,h,Re,Northern Metropolitan,4.0,10-15 km,2,1.0,1.0,215.0,100.0,300k-500k
Lord St,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,605.0,103.0,500k-1M
Percy St,h,Ray,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,650.0,112.0,500k-1M
Major Rd,h,Harcourts,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,404.0,101.0,500k-1M
Mutton Rd,h,Crane,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,614.0,94.0,500k-1M
Bruce St,h,Brad,Northern Metropolitan,4.0,10-15 km,4,2.0,3.0,254.0,164.0,500k-1M
Brian St,h,Brad,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,585.0,88.0,500k-1M
Denys St,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,2.0,4.0,587.0,153.0,500k-1M
McBryde St,h,Brad,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,720.0,97.0,500k-1M
Queens Pde,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,2.0,1.0,603.0,115.0,500k-1M
Pitt St,h,Brad,Northern Metropolitan,4.0,10-15 km,4,2.0,2.0,567.0,116.0,500k-1M
McDougall St,h,Ray,Northern Metropolitan,4.0,10-15 km,2,1.0,2.0,640.0,114.0,500k-1M
Brooks St,t,Eview,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,314.0,112.0,300k-500k
Lynch Rd,h,Stockdale,Northern Metropolitan,4.0,10-15 km,3,6.0,2.0,592.0,103.0,500k-1M
McBryde St,h,Ray,Northern Metropolitan,4.0,10-15 km,3,1.0,4.0,528.0,120.0,500k-1M
Lock St,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,4,1.0,2.0,0.0,135.0,500k-1M
Syndal St,h,Brad,Northern Metropolitan,4.0,10-15 km,3,1.0,3.0,602.0,97.0,500k-1M
Penn Ct,h,Brad,Northern Metropolitan,4.0,10-15 km,4,2.0,1.0,613.0,219.0,500k-1M
Edward St,h,YPA,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,609.0,103.0,500k-1M
Major Rd,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,599.0,107.0,500k-1M
Patricia Dr,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,540.0,114.0,500k-1M
Argyle St,u,hockingstuart,Northern Metropolitan,4.0,10-15 km,4,2.0,3.0,209.0,120.0,500k-1M
Preston St,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,2.0,2.0,297.0,133.0,500k-1M
McBryde St,h,YPA,Northern Metropolitan,4.0,10-15 km,3,1.0,4.0,533.0,135.0,500k-1M
Brockley Rd,h,Stockdale,Northern Metropolitan,4.0,10-15 km,2,1.0,2.0,621.0,109.0,500k-1M
Murray St,h,Stockdale,Northern Metropolitan,4.0,10-15 km,4,2.0,2.0,374.0,136.0,500k-1M
William St,h,Stockdale,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,604.0,190.0,500k-1M
Selola Ct,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,592.0,113.0,500k-1M
Brockley Rd,h,Stockdale,Northern Metropolitan,4.0,10-15 km,4,2.0,2.0,607.0,338.0,1M-1.5M
Tucker St,t,Ray,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,208.0,107.0,300k-500k
Dowling St,u,Ray,Northern Metropolitan,4.0,10-15 km,3,2.0,1.0,195.0,91.0,300k-500k
Roseberry St,h,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,431.0,120.0,1.5M-2M
Burwood Rd,h,Marshall,Southern Metropolitan,6.0,5-10 km,5,3.0,2.0,431.0,203.0,1.5M-2M
Riversdale Rd,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,466.0,176.0,1M-1.5M
Redfern Rd,t,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,94.0,169.0,1M-1.5M
Auburn Gr,h,Kay,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,640.0,232.0,3M+
Harts Pde,u,Noel,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,69.0,500k-1M
Tooronga Rd,h,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,1.0,646.0,228.0,1.5M-2M
Beaconsfield Rd,h,Jellis,Southern Metropolitan,6.0,5-10 km,2,1.0,2.0,390.0,102.0,1.5M-2M
Clifton Rd,u,Noel,Southern Metropolitan,6.0,5-10 km,3,2.0,1.0,144.0,107.0,500k-1M
Harold St,u,Fletchers,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,55.0,300k-500k
Leura Gr,h,Jellis,Southern Metropolitan,6.0,5-10 km,4,1.0,2.0,764.0,171.0,2.5M-3M
Auburn Gr,u,Kay,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,60.0,500k-1M
Victoria Rd,u,hockingstuart,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,110.0,500k-1M
Victoria Rd,h,RT,Southern Metropolitan,6.0,5-10 km,5,2.0,2.0,452.0,319.0,2M-2.5M
Invermay Gr,h,Marshall,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,457.0,166.0,2M-2.5M
Pleasant Rd,t,Jellis,Southern Metropolitan,6.0,5-10 km,4,3.0,2.0,324.0,241.0,1.5M-2M
Anderson Rd,u,Noel,Southern Metropolitan,6.0,5-10 km,3,1.0,1.0,0.0,95.0,500k-1M
Campbell Gr,h,Marshall,Southern Metropolitan,6.0,5-10 km,3,1.0,2.0,362.0,130.0,1M-1.5M
Campbell Rd,u,Noel,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,60.0,300k-500k
Roseberry St,h,Fletchers,Southern Metropolitan,6.0,5-10 km,2,1.0,0.0,229.0,70.0,1M-1.5M
Roseberry St,h,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,431.0,120.0,1.5M-2M
Clifton Rd,u,Jellis,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,150.0,99.0,500k-1M
Burwood Rd,h,Jellis,Southern Metropolitan,6.0,5-10 km,5,2.0,2.0,1250.0,360.0,3M+
Burwood Rd,u,LITTLE,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,68.0,300k-500k
Council St,h,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,1.0,213.0,162.0,1M-1.5M
Gillman St,h,Marshall,Southern Metropolitan,6.0,5-10 km,3,1.0,2.0,477.0,173.0,1.5M-2M
Riversdale Rd,h,Marshall,Southern Metropolitan,6.0,5-10 km,4,2.0,1.0,697.0,172.0,2M-2.5M
Toorak Rd,t,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,289.0,181.0,1.5M-2M
